Plus,693
X,693
Box,940
SmallBox,840
Shape,Noise,Result,Correct
Plus,0.3,Plus,1
X,0.3,SmallBox,0
Box,0.3,Box,1
SmallBox,0.3,SmallBox,1
Plus,0.3,Plus,1
X,0.3,X,1
Box,0.3,Box,1
SmallBox,0.3,SmallBox,1
Plus,0.3,Plus,1
X,0.3,SmallBox,0
Box,0.3,Box,1
SmallBox,0.3,SmallBox,1
Plus,0.35,Plus,1
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Box,0
X,0.35,SmallBox,0
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Plus,1
X,0.35,SmallBox,0
Box,0.35,Box,1
SmallBox,0.35,Box,0
Plus,0.35,Plus,1
X,0.35,X,1
Box,0.35,Plus,0
SmallBox,0.35,X,0
Plus,0.35,Box,0
X,0.35,X,1
Box,0.35,X,0
SmallBox,0.35,SmallBox,1
Plus,0.35,Plus,1
X,0.35,SmallBox,0
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Plus,1
X,0.35,Box,0
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Plus,1
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,X,0
Plus,0.35,SmallBox,0
X,0.35,SmallBox,0
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Plus,1
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,X,0
Plus,0.35,Plus,1
X,0.35,Box,0
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Plus,1
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Box,0
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,Plus,0
Plus,0.35,SmallBox,0
X,0.35,SmallBox,0
Box,0.35,Box,1
SmallBox,0.35,Plus,0
Plus,0.35,Plus,1
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Plus,1
X,0.35,Box,0
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Plus,1
X,0.35,SmallBox,0
Box,0.35,Box,1
SmallBox,0.35,X,0
Plus,0.35,Plus,1
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,Plus,0
Plus,0.35,Box,0
X,0.35,SmallBox,0
Box,0.35,X,0
SmallBox,0.35,Plus,0
Plus,0.35,Plus,1
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,Box,0
Plus,0.35,Box,0
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,X,0
Plus,0.35,Box,0
X,0.35,Box,0
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Box,0
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Box,0
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,SmallBox,0
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Box,0
X,0.35,SmallBox,0
Box,0.35,Box,1
SmallBox,0.35,Plus,0
Plus,0.35,Plus,1
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Plus,1
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,X,0
Plus,0.35,Plus,1
X,0.35,SmallBox,0
Box,0.35,Box,1
SmallBox,0.35,Plus,0
Plus,0.35,Plus,1
X,0.35,SmallBox,0
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,SmallBox,0
X,0.35,SmallBox,0
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Plus,1
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,Box,0
Plus,0.35,SmallBox,0
X,0.35,SmallBox,0
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Plus,1
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Plus,1
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,X,0
Plus,0.35,Box,0
X,0.35,SmallBox,0
Box,0.35,Plus,0
SmallBox,0.35,SmallBox,1
Plus,0.35,SmallBox,0
X,0.35,SmallBox,0
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Plus,1
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,X,0
Plus,0.35,Plus,1
X,0.35,SmallBox,0
Box,0.35,Box,1
SmallBox,0.35,Box,0
Plus,0.35,SmallBox,0
X,0.35,SmallBox,0
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Plus,1
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Plus,1
X,0.35,SmallBox,0
Box,0.35,Box,1
SmallBox,0.35,Box,0
Plus,0.35,SmallBox,0
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,X,0
Plus,0.35,Plus,1
X,0.35,SmallBox,0
Box,0.35,X,0
SmallBox,0.35,SmallBox,1
Plus,0.35,SmallBox,0
X,0.35,SmallBox,0
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Plus,1
X,0.35,SmallBox,0
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,SmallBox,0
X,0.35,SmallBox,0
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Box,0
X,0.35,Box,0
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Box,0
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Box,0
X,0.35,Box,0
Box,0.35,Box,1
SmallBox,0.35,Plus,0
Plus,0.35,SmallBox,0
X,0.35,Box,0
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,X,0
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Box,0
X,0.35,SmallBox,0
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Plus,1
X,0.35,Box,0
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Plus,1
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,SmallBox,0
X,0.35,SmallBox,0
Box,0.35,Box,1
SmallBox,0.35,Box,0
Plus,0.35,SmallBox,0
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,X,0
Plus,0.35,Plus,1
X,0.35,Box,0
Box,0.35,Box,1
SmallBox,0.35,Box,0
Plus,0.35,Plus,1
X,0.35,SmallBox,0
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Box,0
X,0.35,SmallBox,0
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,X,0
X,0.35,SmallBox,0
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Plus,1
X,0.35,Box,0
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Plus,1
X,0.35,SmallBox,0
Box,0.35,Box,1
SmallBox,0.35,Box,0
Plus,0.35,X,0
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Plus,1
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Box,0
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,X,0
Plus,0.35,Plus,1
X,0.35,Box,0
Box,0.35,Plus,0
SmallBox,0.35,SmallBox,1
Plus,0.35,Plus,1
X,0.35,Box,0
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Plus,1
X,0.35,Box,0
Box,0.35,Plus,0
SmallBox,0.35,Box,0
Plus,0.35,Plus,1
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Plus,1
X,0.35,SmallBox,0
Box,0.35,Box,1
SmallBox,0.35,Plus,0
Plus,0.35,Plus,1
X,0.35,SmallBox,0
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,SmallBox,0
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,X,0
Plus,0.35,Plus,1
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Plus,1
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,Plus,0
Plus,0.35,Plus,1
X,0.35,Plus,0
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Plus,1
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,X,0
Plus,0.35,Plus,1
X,0.35,X,1
Box,0.35,Plus,0
SmallBox,0.35,SmallBox,1
Plus,0.35,Plus,1
X,0.35,SmallBox,0
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Box,0
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,X,0
Plus,0.35,Box,0
X,0.35,SmallBox,0
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Box,0
X,0.35,Box,0
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Box,0
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Plus,1
X,0.35,SmallBox,0
Box,0.35,Box,1
SmallBox,0.35,X,0
Plus,0.35,Plus,1
X,0.35,Box,0
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Box,0
X,0.35,SmallBox,0
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Plus,1
X,0.35,Box,0
Box,0.35,Box,1
SmallBox,0.35,Box,0
Plus,0.35,Box,0
X,0.35,Box,0
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Plus,1
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,X,0
Plus,0.35,Plus,1
X,0.35,SmallBox,0
Box,0.35,Box,1
SmallBox,0.35,X,0
Plus,0.35,SmallBox,0
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Plus,1
X,0.35,SmallBox,0
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Plus,1
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,SmallBox,0
X,0.35,SmallBox,0
Box,0.35,Box,1
SmallBox,0.35,Plus,0
Plus,0.35,SmallBox,0
X,0.35,Box,0
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Plus,1
X,0.35,SmallBox,0
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,Box,0
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,SmallBox,0
X,0.35,Box,0
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,SmallBox,0
X,0.35,X,1
Box,0.35,Box,1
SmallBox,0.35,SmallBox,1
Plus,0.35,SmallBox,0
X,0.35,SmallBox,0
Box,0.35,Box,1
SmallBox,0.35,X,0
Plus,0.39999999999999997,SmallBox,0
X,0.39999999999999997,X,1
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,SmallBox,0
X,0.39999999999999997,Box,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,Plus,0
Plus,0.39999999999999997,Plus,1
X,0.39999999999999997,Box,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,Plus,0
Plus,0.39999999999999997,Box,0
X,0.39999999999999997,Plus,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,Box,0
Plus,0.39999999999999997,Box,0
X,0.39999999999999997,Plus,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,Box,0
Plus,0.39999999999999997,Plus,1
X,0.39999999999999997,SmallBox,0
Box,0.39999999999999997,SmallBox,0
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,SmallBox,0
X,0.39999999999999997,Plus,0
Box,0.39999999999999997,X,0
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,SmallBox,0
X,0.39999999999999997,X,1
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Plus,1
X,0.39999999999999997,Plus,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,X,0
Plus,0.39999999999999997,Plus,1
X,0.39999999999999997,Box,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,X,0
Plus,0.39999999999999997,Plus,1
X,0.39999999999999997,Box,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,Plus,0
Plus,0.39999999999999997,Plus,1
X,0.39999999999999997,X,1
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,Plus,0
Plus,0.39999999999999997,SmallBox,0
X,0.39999999999999997,Box,0
Box,0.39999999999999997,Plus,0
SmallBox,0.39999999999999997,X,0
Plus,0.39999999999999997,Box,0
X,0.39999999999999997,X,1
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Plus,1
X,0.39999999999999997,X,1
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Box,0
X,0.39999999999999997,Box,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,SmallBox,0
X,0.39999999999999997,Box,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,SmallBox,0
X,0.39999999999999997,X,1
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,Plus,0
Plus,0.39999999999999997,Plus,1
X,0.39999999999999997,X,1
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Plus,1
X,0.39999999999999997,Box,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,SmallBox,0
X,0.39999999999999997,Plus,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Plus,1
X,0.39999999999999997,X,1
Box,0.39999999999999997,Plus,0
SmallBox,0.39999999999999997,Plus,0
Plus,0.39999999999999997,Box,0
X,0.39999999999999997,Box,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Plus,1
X,0.39999999999999997,Box,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Plus,1
X,0.39999999999999997,Box,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,SmallBox,0
X,0.39999999999999997,X,1
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Box,0
X,0.39999999999999997,X,1
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,Plus,0
Plus,0.39999999999999997,Plus,1
X,0.39999999999999997,Box,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Box,0
X,0.39999999999999997,Box,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Box,0
X,0.39999999999999997,Box,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,SmallBox,0
X,0.39999999999999997,X,1
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,Plus,0
Plus,0.39999999999999997,Box,0
X,0.39999999999999997,Box,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Box,0
X,0.39999999999999997,SmallBox,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,SmallBox,0
X,0.39999999999999997,X,1
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,Plus,0
Plus,0.39999999999999997,SmallBox,0
X,0.39999999999999997,SmallBox,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,Plus,0
Plus,0.39999999999999997,Box,0
X,0.39999999999999997,X,1
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,X,0
Plus,0.39999999999999997,Box,0
X,0.39999999999999997,X,1
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Plus,1
X,0.39999999999999997,Plus,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Box,0
X,0.39999999999999997,X,1
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Plus,1
X,0.39999999999999997,X,1
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Box,0
X,0.39999999999999997,SmallBox,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,Plus,0
Plus,0.39999999999999997,Box,0
X,0.39999999999999997,X,1
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,SmallBox,0
X,0.39999999999999997,SmallBox,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,X,0
Plus,0.39999999999999997,Box,0
X,0.39999999999999997,X,1
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Box,0
X,0.39999999999999997,SmallBox,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Plus,1
X,0.39999999999999997,X,1
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Box,0
X,0.39999999999999997,X,1
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Plus,1
X,0.39999999999999997,Box,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,Plus,0
Plus,0.39999999999999997,Plus,1
X,0.39999999999999997,X,1
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,SmallBox,0
X,0.39999999999999997,SmallBox,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,Plus,0
Plus,0.39999999999999997,SmallBox,0
X,0.39999999999999997,SmallBox,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,SmallBox,0
X,0.39999999999999997,SmallBox,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,Box,0
Plus,0.39999999999999997,Box,0
X,0.39999999999999997,SmallBox,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,SmallBox,0
X,0.39999999999999997,X,1
Box,0.39999999999999997,Plus,0
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,X,0
X,0.39999999999999997,Box,0
Box,0.39999999999999997,Plus,0
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,SmallBox,0
X,0.39999999999999997,Plus,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Box,0
X,0.39999999999999997,Plus,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,SmallBox,0
X,0.39999999999999997,Box,0
Box,0.39999999999999997,Plus,0
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Box,0
X,0.39999999999999997,SmallBox,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,Plus,0
Plus,0.39999999999999997,Box,0
X,0.39999999999999997,SmallBox,0
Box,0.39999999999999997,X,0
SmallBox,0.39999999999999997,Box,0
Plus,0.39999999999999997,X,0
X,0.39999999999999997,Box,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,SmallBox,0
X,0.39999999999999997,Box,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,X,0
Plus,0.39999999999999997,SmallBox,0
X,0.39999999999999997,Box,0
Box,0.39999999999999997,Plus,0
SmallBox,0.39999999999999997,Plus,0
Plus,0.39999999999999997,Box,0
X,0.39999999999999997,SmallBox,0
Box,0.39999999999999997,Plus,0
SmallBox,0.39999999999999997,Box,0
Plus,0.39999999999999997,Plus,1
X,0.39999999999999997,X,1
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Plus,1
X,0.39999999999999997,X,1
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Box,0
X,0.39999999999999997,Plus,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,Box,0
Plus,0.39999999999999997,Box,0
X,0.39999999999999997,SmallBox,0
Box,0.39999999999999997,X,0
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,SmallBox,0
X,0.39999999999999997,X,1
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,Plus,0
Plus,0.39999999999999997,Box,0
X,0.39999999999999997,Box,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Plus,1
X,0.39999999999999997,Plus,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,SmallBox,0
X,0.39999999999999997,Box,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Box,0
X,0.39999999999999997,Box,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,SmallBox,0
X,0.39999999999999997,Box,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Plus,1
X,0.39999999999999997,Box,0
Box,0.39999999999999997,SmallBox,0
SmallBox,0.39999999999999997,Plus,0
Plus,0.39999999999999997,Box,0
X,0.39999999999999997,Box,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Box,0
X,0.39999999999999997,SmallBox,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Plus,1
X,0.39999999999999997,Box,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Box,0
X,0.39999999999999997,SmallBox,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,X,0
Plus,0.39999999999999997,Plus,1
X,0.39999999999999997,Box,0
Box,0.39999999999999997,Plus,0
SmallBox,0.39999999999999997,X,0
Plus,0.39999999999999997,Plus,1
X,0.39999999999999997,Box,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,X,0
Plus,0.39999999999999997,SmallBox,0
X,0.39999999999999997,X,1
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,Plus,0
Plus,0.39999999999999997,Box,0
X,0.39999999999999997,Box,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Box,0
X,0.39999999999999997,X,1
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Box,0
X,0.39999999999999997,SmallBox,0
Box,0.39999999999999997,X,0
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Plus,1
X,0.39999999999999997,Box,0
Box,0.39999999999999997,Plus,0
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Plus,1
X,0.39999999999999997,Box,0
Box,0.39999999999999997,Plus,0
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,SmallBox,0
X,0.39999999999999997,X,1
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Box,0
X,0.39999999999999997,Box,0
Box,0.39999999999999997,SmallBox,0
SmallBox,0.39999999999999997,Plus,0
Plus,0.39999999999999997,Plus,1
X,0.39999999999999997,Box,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,SmallBox,0
X,0.39999999999999997,Plus,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Plus,1
X,0.39999999999999997,Box,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Box,0
X,0.39999999999999997,Box,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Box,0
X,0.39999999999999997,SmallBox,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Plus,1
X,0.39999999999999997,X,1
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Plus,1
X,0.39999999999999997,Box,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,X,0
Plus,0.39999999999999997,Plus,1
X,0.39999999999999997,Box,0
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Plus,1
X,0.39999999999999997,X,1
Box,0.39999999999999997,Box,1
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.39999999999999997,Plus,1
X,0.39999999999999997,SmallBox,0
Box,0.39999999999999997,X,0
SmallBox,0.39999999999999997,X,0
Plus,0.39999999999999997,Plus,1
X,0.39999999999999997,Plus,0
Box,0.39999999999999997,X,0
SmallBox,0.39999999999999997,SmallBox,1
Plus,0.44999999999999996,Box,0
X,0.44999999999999996,SmallBox,0
Box,0.44999999999999996,Plus,0
SmallBox,0.44999999999999996,Box,0
Plus,0.44999999999999996,Plus,1
X,0.44999999999999996,Box,0
Box,0.44999999999999996,Plus,0
SmallBox,0.44999999999999996,SmallBox,1
Plus,0.44999999999999996,Plus,1
X,0.44999999999999996,SmallBox,0
Box,0.44999999999999996,SmallBox,0
SmallBox,0.44999999999999996,SmallBox,1
Plus,0.44999999999999996,Box,0
X,0.44999999999999996,SmallBox,0
Box,0.44999999999999996,Box,1
SmallBox,0.44999999999999996,X,0
Plus,0.44999999999999996,Box,0
X,0.44999999999999996,Box,0
Box,0.44999999999999996,Box,1
SmallBox,0.44999999999999996,Plus,0
Plus,0.44999999999999996,Plus,1
X,0.44999999999999996,Box,0
Box,0.44999999999999996,Box,1
SmallBox,0.44999999999999996,SmallBox,1
Plus,0.44999999999999996,SmallBox,0
X,0.44999999999999996,Box,0
Box,0.44999999999999996,SmallBox,0
SmallBox,0.44999999999999996,X,0
Plus,0.44999999999999996,SmallBox,0
X,0.44999999999999996,Plus,0
Box,0.44999999999999996,Box,1
SmallBox,0.44999999999999996,Box,0
Plus,0.44999999999999996,SmallBox,0
X,0.44999999999999996,X,1
Box,0.44999999999999996,SmallBox,0
SmallBox,0.44999999999999996,X,0
Plus,0.44999999999999996,Box,0
X,0.44999999999999996,Box,0
Box,0.44999999999999996,Box,1
SmallBox,0.44999999999999996,SmallBox,1
Plus,0.44999999999999996,X,0
X,0.44999999999999996,X,1
Box,0.44999999999999996,Box,1
SmallBox,0.44999999999999996,Box,0
Plus,0.44999999999999996,Box,0
X,0.44999999999999996,Box,0
